brand,make,year,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive
Volvo,XC 60,2011,12300,185000,M,4/5,0,120,2000.0,diesel,1,VAR,4,0,SUV,5,F
VW,Scirocco,2009,7290,170035,M,2/3,1,118,1390.0,petrol,0,GR,4,0,CP,5,F
Fiat,Panda,2001,820,150000,M,4/5,0,59,1198.0,petrol,0,WH,0,0,HB,3,F
VW,Golf 4,1998,1550,284700,M,2/3,0,55,1400.0,LPG,1,VAR,0,0,HB,3,F
Fiat,Grande Punto,2006,2300,138000,M,2/3,0,57,1368.0,petrol,0,VAR,2,0,HB,4,F
Opel,Astra,2001,1550,250000,M,4/5,0,74,1995.0,diesel,0,VAR,2,0,SW,3,F
Škoda,Fabia,2018,8800,12471,M,4/5,1,43,999.0,petrol,1,BL,3,0,HB,4,F
Škoda,Octavia,2008,3990,224931,M,4/5,0,74,1595.0,petrol,0,VAR,3,0,SW,5,F
VW,Golf 5,2005,3850,190,M,4/5,0,74,1900.0,diesel,0,GR,4,0,HB,4,F
VW,Golf 6,2013,8550,201637,M,4/5,1,76,1598.0,diesel,0,WH,0,0,SW,5,F
Ford,Focus,2004,1520,221000,M,4/5,0,85,1800.0,petrol,1,BL,4,0,HB,3,F
Mercedes,Vito,2014,15490,190597,M,4/5,1,99,2143.0,diesel,0,WH,3,0,SW,3,B
Alfa Romeo,156,2002,1800,200000,S,4/5,0,122,2000.0,petrol,0,VAR,4,0,SDN,3,F
Audi,Q7,2017,69990,37368,A,4/5,1,199,2967.0,diesel,0,GR,0,0,SW,4,4x4
Opel,Astra,2001,1350,198000,M,4/5,0,74,1995.0,diesel,1,VAR,2,0,HB,3,F
Škoda,Superb,2010,8040,160000,A,4/5,1,147,1984.0,petrol,1,VAR,4,0,SW,5,F
Opel,Zafira,2005,3001,212000,M,4/5,0,88,1910.0,diesel,1,GR,2,0,VAN,4,F
Hyundai,Santa Fe,2002,2990,261500,A,4/5,0,83,1991.0,diesel,1,BL,4,0,SUV,3,4x4
Toyota,RAV4,2010,10700,129500,M,4/5,0,116,1987.0,petrol,0,BL,4,0,SUV,5,F
Toyota,Yaris,2008,3260,159300,M,4/5,1,98,1798.0,petrol,0,GR,4,0,SM,4,F
Dacia,Duster,2014,5330,228000,M,4/5,1,81,1461.0,diesel,1,GR,2,0,SUV,5,4x4
BMW,316,1995,1399,260000,M,2/3,0,80,1590.0,LPG,0,BL,1,0,CP,2,B
VW,Golf 5,2006,2800,230000,M,4/5,0,59,1400.0,LPG,0,WH,2,0,HB,4,F
Renault,Megane,2004,1800,215250,M,4/5,0,88,1870.0,diesel,0,GR,4,0,HB,3,F
VW,Sharan,2008,5520,209700,A,4/5,1,110,1781.0,petrol,1,GR,4,0,VAN,4,F
VW,Jetta,1985,650,22222,M,4/5,0,55,1580.0,LPG,1,GR,0,0,SDN,3,F
Opel,Meriva,2005,2399,162000,M,4/5,0,74,1686.0,diesel,1,GR,2,0,VAN,3,F
Opel,Meriva,2007,2490,150000,M,4/5,0,74,1686.0,diesel,0,GR,2,0,HB,4,F
Citroen,DS5,2015,13240,124800,A,4/5,1,133,1997.0,diesel,1,BL,4,0,SW,6,F
Alfa Romeo,GT,2005,2710,194000,M,2/3,1,110,1910.0,diesel,0,GR,4,0,CP,3,F
VW,Passat,2010,6450,148000,A,4/5,1,118,1798.0,petrol,0,GR,4,0,SDN,5,F
Renault,Laguna,2006,2150,252350,M,4/5,0,81,1870.0,diesel,1,GR,2,0,SDN,3,F
Renault,Espace,2002,650,179000,M,4/5,1,72,1987.0,petrol,1,VAR,3,0,SW,3,F
Peugeot,306,1995,790,233000,M,4/5,0,55,1360.0,petrol,1,WH,0,0,HB,2,F
Daewoo,Tacuma,2000,600,180000,M,4/5,0,80,1800.0,petrol,0,VAR,2,0,VAN,2,F
Alfa Romeo,MiTo,2010,3730,165500,M,2/3,1,99,1368.0,petrol,1,BL,4,0,SM,5,F
VW,Sharan,2005,4580,202000,A,4/5,1,150,2792.0,petrol,0,GR,4,0,VAN,4,F
Fiat,Punto,2001,1050,186504,M,4/5,0,59,1242.0,petrol,0,VAR,2,0,HB,3,F
Zastava,Koral,1991,449,86772,M,2/3,0,40,1116.0,petrol,0,WH,0,0,HB,1,F
Citroen,DS3,2011,6000,42900,M,2/3,1,88,1598.0,petrol,0,WH,4,0,SM,5,F
Alfa Romeo,147,2005,3650,95800,M,4/5,1,89,1598.0,petrol,0,VAR,4,0,SDN,3,F
Renault,Captur,2016,9350,132540,M,4/5,0,81,1461.0,diesel,0,VAR,4,0,SUV,6,F
Škoda,Octavia,2008,5250,229000,M,4/5,0,77,1893.0,diesel,1,GR,2,0,SDN,4,F
Peugeot,206,2002,1700,145500,M,2/3,0,44,1124.0,petrol,1,GR,2,0,HB,3,F
VW,Golf 5,2004,3500,282153,M,4/5,0,77,1896.0,diesel,0,GR,2,0,HB,3,F
Ford,Fiesta,2009,3450,199983,M,4/5,0,50,1399.0,diesel,1,GR,3,0,HB,4,F
Toyota,RAV4,2006,5610,178000,M,4/5,1,100,2231.0,diesel,0,GR,4,0,SUV,4,4x4
Škoda,Octavia,2014,12620,84200,A,4/5,1,103,1395.0,petrol,0,GR,4,0,SW,5,F
VW,Polo,2003,2400,183368,M,4/5,0,55,1390.0,LPG,1,VAR,2,0,HB,3,F
Alfa Romeo,147,2005,4390,96200,M,4/5,1,89,1598.0,petrol,1,GR,4,0,SDN,3,F
Citroen,DS4,2014,8570,105200,M,4/5,1,84,1560.0,diesel,0,WH,4,0,SDN,5,F
Mercedes,A 180,2008,3250,223350,M,4/5,0,80,1991.0,diesel,1,BL,2,0,HB,4,F
Citroen,Xsara Picasso,2002,1449,414300,M,4/5,0,66,1997.0,diesel,0,GR,4,0,VAN,3,F
Ford,Focus,2012,5690,168000,M,4/5,0,70,1560.0,diesel,0,BL,2,0,SW,5,F
Toyota,Verso,2014,8300,89000,M,4/5,1,82,1598.0,diesel,1,WH,4,0,VAN,5,F
Renault,Megane,2014,7010,83300,M,4/5,1,81,1461.0,diesel,0,VAR,4,0,SW,5,F
Chevrolet,Aveo,2012,2330,180000,M,4/5,1,74,1399.0,petrol,0,GR,2,0,SM,5,F
Škoda,Octavia,2007,3500,240000,M,4/5,0,77,1898.0,diesel,1,GR,2,0,SDN,4,F
Renault,Clio,2001,1350,290000,M,2/3,0,40,1200.0,LPG,1,VAR,3,0,SDN,3,F
VW,Passat,2004,2700,205000,A,4/5,0,96,1896.0,diesel,0,GR,4,0,SW,4,F
Peugeot,2008,2016,10950,164659,M,4/5,0,73,1560.0,diesel,0,GR,4,0,SUV,6,F
Fiat,Punto,2002,990,239000,M,4/5,0,44,1242.0,petrol,1,VAR,3,0,HB,3,F
Opel,Vectra,2001,1200,452794,M,4/5,0,74,2000.0,diesel,0,VAR,2,0,SW,3,F
Citroen,C5,2008,4250,221563,M,4/5,0,80,1560.0,diesel,1,GR,4,0,SDN,4,F
Peugeot,306,2001,950,203000,M,4/5,0,51,1868.0,diesel,0,WH,2,0,HB,3,F
VW,Sharan,2004,4580,175000,M,4/5,1,85,1896.0,diesel,1,VAR,4,0,VAN,4,F
Alfa Romeo,147,2009,1780,198000,M,4/5,1,89,1598.0,petrol,0,BL,4,0,SDN,4,F
Renault,Laguna,2002,1750,213000,M,4/5,0,88,1900.0,diesel,0,BL,4,0,HB,3,F
Ford,Focus,2001,1650,178000,M,4/5,0,74,1600.0,petrol,0,VAR,2,0,HB,3,F
Renault,Laguna,2002,650,241456,M,4/5,0,88,1870.0,diesel,0,GR,4,0,HB,3,F
Citroen,C4 Grand Picasso,2007,3000,250000,M,4/5,0,80,1600.0,diesel,0,GR,4,0,VAN,5,F
Alfa Romeo,147,2005,4210,154700,M,2/3,1,89,1598.0,petrol,1,BL,4,0,SDN,3,F
Audi,A4,2003,3200,170000,M,4/5,0,96,1900.0,diesel,0,GR,4,0,SDN,3,F
Ford,Focus,2005,2550,128795,M,4/5,0,85,1760.0,diesel,0,GR,3,0,SW,4,F
Peugeot,308,2012,4760,87960,M,4/5,1,88,1598.0,petrol,0,WH,4,0,SDN,5,F
Peugeot,308,2010,2050,198000,M,4/5,1,88,1598.0,petrol,1,GR,4,0,SW,5,F
Ford,Fusion,2003,2000,168537,M,4/5,0,74,1600.0,petrol,1,GR,3,0,VAN,3,F
Toyota,RAV4,2003,4500,186543,M,4/5,0,85,1995.0,diesel,1,VAR,3,0,SUV,3,4x4
Seat,Toledo,2013,7350,112658,M,4/5,0,63,1197.0,petrol,1,VAR,2,0,SDN,5,F
Renault,Captur,2016,9650,145410,M,4/5,0,66,1461.0,diesel,1,BL,2,0,SUV,6,F
BMW,318,2011,9500,220241,A,4/5,0,105,1995.0,diesel,0,GR,4,0,SW,5,B
VW,Tiguan,2008,8990,183454,M,4/5,0,103,1968.0,diesel,1,BL,4,0,SUV,4,4x4
Kia,Sportage,2005,4100,186743,A,4/5,0,83,1991.0,diesel,1,GR,4,0,SUV,3,4x4
Lancia,Musa,2004,2250,168537,M,4/5,0,51,1300.0,diesel,1,GR,3,0,VAN,4,F
Škoda,Fabia,2015,6990,109027,M,4/5,0,66,1398.0,diesel,0,VAR,2,0,SW,5,F
Ford,C Max,2007,3300,160267,M,4/5,0,80,1560.0,diesel,0,GR,4,0,HB,4,F
Opel,Insignia,2018,22600,35299,A,4/5,0,125,1956.0,diesel,0,GR,4,0,SW,6,F
Mercedes,B 200,2009,5750,154336,M,4/5,0,103,1991.0,diesel,0,GR,2,0,HB,4,F
Opel,Astra,2019,14350,22000,M,4/5,0,81,1598.0,diesel,0,BL,4,0,HB,6,F
Opel,Meriva,2010,4800,173446,M,4/5,0,70,1248.0,diesel,0,WH,4,0,SUV,5,F
Peugeot,208,2015,6800,130677,M,4/5,0,55,1560.0,diesel,1,WH,2,0,HB,6,F
Ford,C Max,2006,3250,165178,M,4/5,0,85,1760.0,diesel,1,GR,3,0,VAN,4,F
Opel,Insignia,2011,7150,157369,M,4/5,0,96,1956.0,diesel,1,BL,4,0,SW,5,F
Peugeot,308,2016,9250,152162,A,4/5,0,88,1560.0,diesel,1,WH,4,0,HB,6,F
Ford,Fiesta,2015,5990,111230,M,4/5,0,60,1242.0,petrol,1,VAR,2,0,HB,5,F
VW,Passat,1999,2300,230523,M,4/5,0,85,1896.0,diesel,0,VAR,3,0,SW,3,F
Opel,Zafira,2017,19500,35895,A,4/5,0,96,1956.0,diesel,1,VAR,4,0,VAN,6,F
Fiat,Punto,2008,2450,158645,M,4/5,0,51,1248.0,diesel,1,WH,2,0,HB,4,F
Renault,Kadjar,2015,11950,145723,M,4/5,0,81,1461.0,diesel,0,GR,4,0,SUV,6,F
Fiat,Grande Punto,2011,3600,204303,M,4/5,0,55,1248.0,diesel,1,WH,2,0,HB,4,F
Citroen,C4 Grand Picasso,2007,3500,161304,A,4/5,0,103,2000.0,diesel,0,VAR,4,0,SDN,5,F
Renault,Grand Scenic,2014,7990,197555,M,4/5,0,81,1461.0,diesel,1,GR,4,0,VAN,5,F
Renault,Grand Scenic,2008,3350,168746,M,4/5,0,96,1870.0,diesel,0,GR,4,0,VAN,4,F
VW,Caddy,2002,1650,269000,M,2/3,0,47,1896.0,diesel,0,WH,3,0,PU,3,F
Renault,Scenic,2003,2300,183554,M,4/5,0,88,1900.0,diesel,0,GR,3,0,VAN,3,F
Opel,Meriva,2003,2600,243891,M,4/5,0,74,1686.0,diesel,0,GR,2,0,HB,3,F
Nissan,Juke,2016,10950,93006,M,4/5,0,81,1461.0,diesel,0,BL,4,0,SUV,6,F
Audi,A4,2004,2300,221345,A,4/5,0,120,2496.0,diesel,1,VAR,4,0,SDN,3,F
Hyundai,ix35,2011,10300,108,A,4/5,0,135,1995.0,diesel,0,VAR,4,0,SUV,5,4x4
Alfa Romeo,GT,2008,3500,168537,M,4/5,0,110,1910.0,diesel,1,BL,4,0,CP,4,F
VW,Golf 4,2003,2550,183554,M,4/5,0,74,1896.0,diesel,0,GR,4,0,HB,3,F
Opel,Astra,2017,11900,34395,M,4/5,0,74,1399.0,petrol,1,VAR,2,0,HB,6,F
Ford,Focus,2016,7950,106525,M,4/5,0,70,1499.0,diesel,1,WH,2,0,HB,6,F
Renault,Megane,2013,6650,102600,M,4/5,0,66,1461.0,diesel,1,GR,4,0,SW,5,F
Renault,Captur,2016,9990,114781,M,4/5,0,66,1461.0,diesel,0,BL,4,0,SUV,6,F
Mitsubishi,Pajero,1991,999,232000,M,4/5,0,70,2477.0,diesel,0,VAR,2,0,SUV,1,4x4
Opel,Astra,2017,13750,30707,M,4/5,0,81,1598.0,diesel,1,BL,2,0,HB,6,F
VW,Touran,2003,3350,195221,M,4/5,0,74,1896.0,diesel,0,GR,3,0,VAN,3,F
Fiat,Ducato,2002,4850,264267,M,4/5,0,81,2300.0,diesel,0,GR,3,0,VAN,3,F
Opel,Agila,2003,2000,167554,M,4/5,0,55,1300.0,diesel,1,GR,3,0,HB,3,F
Seat,Altea,2008,3500,167428,M,4/5,0,77,1896.0,diesel,1,VAR,4,0,HB,4,F
Opel,Corsa,2010,4100,166000,M,2/3,0,63,1229.0,petrol,0,GR,2,0,HB,5,F
Opel,Astra,2006,2400,195497,M,4/5,0,77,1598.0,petrol,0,WH,2,0,HB,4,F
Fiat,500L,2013,5990,162364,M,4/5,0,62,1248.0,diesel,0,VAR,2,0,VAN,5,F
BMW,118,2008,5000,181256,M,4/5,0,105,1995.0,diesel,0,GR,4,0,HB,4,F
Fiat,Idea,2004,2250,138675,M,4/5,0,74,1910.0,diesel,1,GR,4,0,SDN,3,F
Opel,Astra,2018,14900,30707,M,4/5,0,81,1598.0,diesel,1,VAR,4,0,SW,6,F
Opel,Insignia,2019,25450,18000,A,4/5,0,125,1956.0,diesel,1,VAR,4,0,SDN,6,F
Fiat,Bravo,2008,3300,171764,M,4/5,0,88,1596.0,diesel,1,BL,4,0,HB,4,F
Opel,Astra,2018,14900,31740,M,4/5,0,81,1598.0,diesel,0,VAR,4,0,SW,6,F
VW,Polo,2002,2000,140852,M,4/5,0,43,1000.0,petrol,1,GR,3,0,HB,3,F
Fiat,Grande Punto,2012,4350,165473,M,4/5,0,62,1248.0,diesel,1,VAR,4,0,HB,5,F
Peugeot,508,2014,8520,91000,M,4/5,1,115,1598.0,petrol,0,BL,4,0,SW,5,F
Ford,Fiesta,2003,1890,148000,M,4/5,0,59,1388.0,petrol,1,GR,2,0,HB,4,F
VW,Passat,2002,2650,336569,A,4/5,0,74,1900.0,diesel,1,VAR,4,0,SDN,4,B
Mitsubishi,Lancer,2014,4380,153000,M,4/5,1,85,1590.0,petrol,0,GR,4,0,SDN,5,F
Peugeot,508,2015,9700,183158,M,4/5,1,88,1560.0,diesel,1,GR,4,0,SW,5,F
BMW,118,2007,4799,194221,M,4/5,0,100,1994.0,diesel,0,GR,3,0,HB,4,B
Mercedes,CLA 200,2014,14555,154000,M,4/5,0,100,2143.0,diesel,1,GR,2,0,SDN,6,F
VW,Passat,2005,4890,134333,M,4/5,1,110,1984.0,petrol,1,BL,4,0,SDN,4,F
Renault,Clio,2009,3080,108650,M,4/5,1,74,1149.0,petrol,1,GR,2,0,SW,4,F
Peugeot,508,2013,9430,62000,A,4/5,1,115,1598.0,petrol,0,GR,4,0,SDN,5,F
Opel,Corsa,2002,1850,130000,M,4/5,0,55,1200.0,petrol,1,BL,3,0,HB,4,F
Fiat,Panda,2013,6200,46000,M,4/5,0,63,875.0,petrol,0,BL,0,0,SUV,6,4x4
Seat,Ibiza,2002,1700,155000,M,4/5,0,55,1400.0,petrol,0,GR,4,0,HB,3,F
Toyota,Corolla Verso,2004,4200,198000,M,4/5,0,95,1794.0,petrol,0,BL,4,0,SDN,4,F
Fiat,Bravo,2008,3650,175700,M,4/5,1,110,1910.0,diesel,0,VAR,4,0,HB,4,F
Mazda,323F,2002,1350,123456,M,4/5,0,52,1324.0,petrol,1,VAR,2,0,SW,3,F
Seat,Ibiza,2005,2300,180000,M,4/5,0,47,1896.0,diesel,0,WH,2,0,HB,4,F
Citroen,C3,2010,4650,92200,M,4/5,0,55,1360.0,petrol,0,BL,4,0,HB,4,F
Alfa Romeo,MiTo,2009,3900,131000,M,2/3,0,88,1595.0,diesel,0,VAR,2,0,HB,5,F
Nissan,Micra,2011,5950,132000,M,4/5,0,72,1198.0,petrol,1,VAR,4,0,SDN,5,F
Seat,Ibiza,2013,4800,93835,M,4/5,0,51,1198.0,petrol,0,WH,2,0,HB,6,F
Renault,Megane,2011,5510,80700,M,4/5,1,96,1397.0,petrol,1,GR,4,0,SDN,5,F
Jeep,Grand Cherokee,2001,100,170000,A,4/5,0,103,3100.0,diesel,1,VAR,4,0,SUV,3,4x4
Jeep,Grand Cherokee,2002,100,130000,A,4/5,0,103,3100.0,diesel,1,VAR,4,0,SUV,3,4x4
Toyota,Corolla,1990,790,173000,M,4/5,0,53,1295.0,petrol,0,GR,0,0,SDN,1,F
Renault,Megane,2009,5750,156000,M,2/3,0,81,1598.0,petrol,0,BL,4,0,CP,4,F
Renault,Megane,2015,7940,79000,M,4/5,1,110,1461.0,diesel,0,WH,4,0,SW,6,F
Opel,Astra,2009,4850,132000,M,4/5,0,85,1598.0,petrol,0,VAR,1,0,SW,4,F
Peugeot,206,2004,1700,145650,M,4/5,0,55,1360.0,petrol,0,GR,3,0,HB,3,F
Renault,Clio,2007,2500,138500,M,2/3,0,55,1155.0,petrol,0,GR,2,0,HB,4,F
Alfa Romeo,159,2006,2599,192000,M,4/5,0,88,1910.0,diesel,0,VAR,4,0,SDN,4,F
Peugeot,308,2009,4500,197000,M,4/5,0,100,1997.0,diesel,0,GR,4,0,SW,5,F
VW,Passat,2015,11790,120000,A,4/5,0,110,1968.0,diesel,0,WH,4,0,SW,6,F
Kia,Ceed,2008,4950,155000,M,4/5,0,66,1598.0,diesel,1,GR,4,0,SDN,4,F
Ford,Focus,2004,1750,240000,M,4/5,0,74,1753.0,diesel,0,WH,2,0,SW,3,F
VW,Passat,2007,4999,198454,A,4/5,0,125,1965.0,diesel,0,BL,4,0,SW,4,F
Opel,Astra,2018,14900,31740,M,4/5,0,81,1598.0,diesel,1,GR,4,0,SW,6,F
Citroen,C4 Picasso,2016,8290,164947,M,4/5,0,73,1560.0,diesel,1,GR,4,0,VAN,6,F
VW,Passat,2006,2710,189908,M,4/5,1,110,1984.0,petrol,1,GR,4,0,SDN,4,F
Renault,Scenic,2007,2250,191000,M,4/5,0,96,1898.0,diesel,0,VAR,4,0,VAN,4,F
Škoda,Fabia,2006,2750,176320,M,4/5,0,74,1896.0,diesel,0,BL,2,0,SW,4,F
Peugeot,3008,2016,9950,163391,M,4/5,0,88,1560.0,diesel,0,BL,4,0,HB,6,F
Opel,Astra,2007,1750,200000,M,2/3,0,60,1700.0,diesel,1,VAR,2,0,SW,4,F
Peugeot,106,1999,570,220000,M,2/3,0,42,1500.0,diesel,0,VAR,0,0,HB,2,F
Mitsubishi,ASX,2013,8340,49855,M,4/5,1,85,1789.0,diesel,1,WH,4,0,SUV,5,F
Audi,A4,1999,1199,270000,A,4/5,1,110,1800.0,petrol,1,GR,4,0,SDN,2,F
Renault,Koleos,2009,5050,164000,A,4/5,1,110,1995.0,diesel,0,GR,2,0,SUV,4,4x4
Renault,Laguna,2006,2100,241000,M,4/5,0,81,1870.0,diesel,0,GR,4,0,SW,4,F
VW,Passat,2009,5800,216000,A,4/5,1,147,1984.0,petrol,0,BL,4,0,SDN,5,F
VW,Passat,2005,2340,289000,M,4/5,1,110,1894.0,petrol,0,GR,4,0,SW,4,F
Mercedes,C 220,2001,1350,300000,A,4/5,0,92,2147.0,diesel,0,GR,2,0,SW,3,B
Renault,Clio,2007,3730,68800,M,4/5,1,101,1149.0,petrol,0,GR,2,0,SM,4,F
Fiat,Grande Punto,2012,4190,128000,M,4/5,0,57,1368.0,LPG,0,GR,2,0,HB,5,F
VW,Polo,2011,4990,164000,M,4/5,0,66,1598.0,diesel,1,BL,2,0,HB,5,F
Citroen,C4 Grand Picasso,2007,2790,185000,A,4/5,0,80,1560.0,diesel,1,VAR,4,0,HB,4,F
Ford,C Max,2009,3690,165000,M,4/5,0,107,1999.0,LPG,0,VAR,4,0,HB,4,F
Citroen,C_Crosser,2008,4990,173000,M,4/5,0,115,2179.0,diesel,1,GR,4,0,SUV,4,4x4
Ford,Fiesta,2009,3290,156000,M,2/3,0,60,1242.0,petrol,0,GR,2,0,HB,4,F
Opel,Meriva,2007,2590,158600,M,4/5,0,66,1364.0,petrol,0,GR,4,0,VAN,4,F
Opel,Corsa,2008,3690,180000,M,4/5,0,66,1248.0,diesel,0,BL,2,0,HB,4,F
Škoda,Octavia,2012,5490,145000,M,4/5,0,77,1598.0,diesel,0,GR,2,0,SW,5,F
VW,Passat,2007,3990,181000,M,4/5,0,77,1896.0,diesel,1,GR,4,0,SW,4,F
Mazda,5,2010,3990,172000,M,4/5,0,81,1998.0,diesel,0,GR,2,0,HB,4,F
Renault,Modus,2005,2290,113000,M,4/5,0,72,1390.0,petrol,0,VAR,4,0,HB,3,F
Opel,Astra,2007,2890,170000,M,4/5,0,77,1598.0,petrol,0,GR,4,0,SW,4,F
Peugeot,206,2009,2690,139000,M,2/3,0,44,1124.0,petrol,0,GR,2,0,HB,4,F
Opel,Corsa,2005,2390,156000,M,4/5,0,55,1198.0,petrol,0,GR,3,0,HB,4,F
Ford,Fusion,2007,2990,128000,M,4/5,0,50,1399.0,diesel,0,VAR,2,0,HB,4,F
Opel,Meriva,2005,2250,154800,M,4/5,0,76,1598.0,petrol,1,GR,3,0,VAN,4,F
Opel,Meriva,2007,2850,153000,M,4/5,0,66,1364.0,petrol,0,GR,2,0,HB,4,F
Opel,Meriva,2014,6490,139000,M,4/5,0,100,1598.0,diesel,0,WH,2,0,HB,6,F
Opel,Astra,2004,2090,181000,M,4/5,0,66,1398.0,petrol,1,GR,3,0,HB,3,F
Renault,Megane,2009,4190,210000,M,4/5,0,66,1461.0,diesel,0,GR,2,0,HB,4,F
Renault,Scenic,2003,1990,187000,M,4/5,0,60,1461.0,diesel,0,GR,2,0,HB,3,F
Opel,Corsa,2007,3390,126800,M,4/5,0,59,1229.0,petrol,1,BL,4,0,HB,4,F
Renault,Clio,2003,1750,137000,M,4/5,0,60,1461.0,diesel,1,GR,3,0,HB,3,F
VW,Polo,2008,3150,124900,M,4/5,0,44,1198.0,petrol,0,BL,3,0,HB,4,F
Ford,Fiesta,2007,2390,153000,M,4/5,0,50,1399.0,diesel,0,BL,2,0,HB,4,F
Ford,C Max,2007,2990,151000,M,4/5,0,85,1598.0,petrol,0,VAR,4,0,VAN,4,F
Peugeot,308,2009,5290,186000,M,2/3,0,88,1598.0,petrol,0,BL,2,0,CBR,5,F
Opel,Meriva,2007,2790,187000,M,4/5,0,74,1686.0,diesel,1,GR,4,0,HB,4,F
Alfa Romeo,156,2005,1990,174000,M,4/5,0,85,1910.0,diesel,0,GR,4,0,SW,3,F
Chevrolet,Spark,2013,3290,87000,M,4/5,0,50,995.0,petrol,1,WH,2,0,HB,5,F
Seat,Ibiza,2005,1990,156000,M,4/5,0,55,1422.0,diesel,1,GR,2,0,HB,3,F
Dacia,Logan,2007,2690,176000,M,4/5,0,50,1461.0,diesel,1,VAR,2,0,SW,4,F
Peugeot,307,2004,1890,214000,M,4/5,0,66,1997.0,diesel,0,GR,4,0,SW,3,F
Fiat,Punto,2011,2390,124000,M,4/5,0,44,1241.0,petrol,1,GR,0,0,HB,5,F
Citroen,C3,2006,2100,164000,M,4/5,0,44,1124.0,petrol,0,VAR,2,0,HB,4,F
Fiat,Grande Punto,2012,4190,128000,M,4/5,0,57,1368.0,petrol,1,GR,2,0,HB,5,F
Mitsubishi,Colt,2008,2790,122000,M,4/5,0,55,1124.0,petrol,0,BL,2,0,HB,4,F
Opel,Meriva,2007,2850,177500,M,4/5,0,74,1686.0,diesel,0,GR,3,0,VAN,4,F
Ford,Fusion,2005,2290,154000,M,4/5,0,50,1368.0,diesel,1,VAR,2,0,HB,3,F
Opel,Astra,2011,6990,143000,M,2/3,0,121,1956.0,diesel,1,GR,4,0,HB,5,F
Fiat,Grande Punto,2006,2590,128000,M,4/5,0,48,1242.0,petrol,1,VAR,3,0,HB,4,F
Opel,Meriva,2009,3190,90000,M,4/5,0,66,1364.0,petrol,1,GR,2,0,HB,4,F
Fiat,Freemonte,2011,8490,174000,M,4/5,0,103,1956.0,diesel,0,GR,4,0,SUV,5,F
Opel,Astra,2005,2490,163000,M,4/5,0,74,1598.0,petrol,0,GR,4,0,HB,3,F
Zastava,101,2006,700,137000,M,4/5,0,41,1100.0,petrol,0,VAR,1,0,SDN,1,F
Honda,CR_V,2016,18790,93000,M,4/5,0,88,1597.0,diesel,0,WH,4,0,SUV,6,F
Opel,Astra,2005,2490,173400,M,4/5,0,74,1598.0,petrol,1,GR,4,0,HB,3,F
Fiat,500,2012,5490,110000,M,2/3,0,62,875.0,petrol,0,GR,2,0,HB,5,F
Peugeot,206,2006,2450,140000,M,2/3,0,80,1587.0,petrol,0,BL,4,0,CBR,4,F
Ford,Focus,2006,2950,168700,M,4/5,0,74,1596.0,petrol,0,VAR,3,0,HB,4,F
Subaru,Forester,2006,4990,180000,M,4/5,0,116,1994.0,LPG,1,VAR,2,0,SUV,4,4x4
Renault,Clio,2003,1990,124800,M,4/5,0,55,1491.0,diesel,1,GR,3,0,HB,3,F
Fiat,Grande Punto,2010,3490,124000,M,2/3,0,55,1248.0,diesel,0,GR,2,0,HB,5,F
Peugeot,207,2009,3650,161000,M,4/5,0,50,1398.0,diesel,0,GR,4,0,HB,4,F
Citroen,C5,2007,2690,215000,M,4/5,0,80,1560.0,diesel,0,GR,4,0,HB,4,F
Suzuki,SX 4,2007,3790,176000,M,4/5,0,66,1560.0,diesel,0,GR,2,0,HB,4,F
Honda,Civic,2005,2990,180000,M,4/5,0,66,1396.0,petrol,0,GR,2,0,HB,3,F
Ford,Fiesta,2009,3290,175000,M,2/3,0,50,1399.0,diesel,1,VAR,2,0,HB,4,F
BMW,520,2012,14990,198000,A,4/5,0,135,1998.0,diesel,0,BL,3,0,SDN,6,F
Audi,TT,2010,9520,195000,A,2/3,1,155,1984.0,petrol,0,VAR,4,0,CBR,5,F
Jaguar,S_Type,2002,12500,153000,A,4/5,0,291,4196.0,petrol,1,BL,4,0,SDN,3,B
Citroen,C3,2005,2390,162600,M,4/5,0,54,1360.0,petrol,0,VAR,4,0,HB,3,F
Mazda,6,2012,6800,175000,M,4/5,0,95,2183.0,diesel,0,BL,4,0,SDN,5,F
Renault,Modus,2010,3750,64000,A,4/5,0,57,1200.0,petrol,0,GR,2,0,VAN,4,F
Opel,Vectra,1996,750,300000,M,4/5,0,55,1.0,LPG,0,BL,1,0,SDN,2,F
Audi,A3,2010,6190,178000,M,2/3,1,118,1798.0,petrol,1,WH,4,0,CBR,5,F
Seat,Altea,2010,6540,140000,M,4/5,1,77,1896.0,diesel,1,BL,4,0,VAN,4,4x4
Peugeot,308,2014,6999,155000,M,4/5,0,68,1600.0,diesel,0,WH,4,0,SW,5,F
Škoda,Fabia,2008,2600,104000,M,4/5,0,44,1198.0,petrol,1,GR,2,0,HB,3,F
VW,Golf 6,2010,6350,162900,M,4/5,0,77,1586.0,diesel,1,VAR,4,0,SW,4,F
Kia,Ceed,2014,7380,129000,M,4/5,1,94,1582.0,diesel,1,WH,2,0,SDN,5,F
Fiat,Marea,2001,1150,245000,M,4/5,0,81,1910.0,diesel,1,VAR,2,0,SW,3,F
Land Rover,Range Rover,2007,12500,243000,A,4/5,0,200,3600.0,diesel,0,GR,4,0,SUV,4,4x4
Renault,Megane,2011,4750,185000,M,4/5,0,81,1489.0,diesel,0,GR,4,0,SW,5,F
