brand,make,year,price,km,cm3
Fiat,Panda,2015,4300,131734,1248
VW,Golf 6,2013,8600,128544,1598
VW,Passat,2009,4290,217000,1998
VW,Passat,2011,8799,185835,1968
Citroen,XM,1991,1800,287043,1998
Opel,Astra,2001,1500,201016,1598
Renault,Koleos,2012,7999,194000,1995
Opel,Corsa,2006,1400,166532,1248
Peugeot,607,2002,1999,245320,1998
Renault,Kangoo,2017,7190,93767,1461
VW,Passat,2011,8799,180050,1968
Opel,Astra,2015,7590,151996,1598
Ford,Focus,2007,3799,166290,1998
Renault,Megane,2010,4990,244615,1962
Citroen,C4 Grand Picasso,2014,10999,141521,1560
VW,Golf 6,2011,6399,182245,1598
Ford,Fiesta,2002,1380,231000,1299
Peugeot,308,2015,7298,166000,1560
VW,Golf 6,2010,6799,174995,1390
Renault,Megane,2003,1990,204000,1598
VW,Polo,2003,1750,300000,1900
VW,Passat,2003,2550,172000,1896
VW,Golf 4,2001,1750,206000,1598
Opel,Zafira,2001,1799,245899,1996
Opel,Astra,2008,3150,153760,1686
Ford,Tourneo,2003,2350,100000,1800
Renault,Megane,2006,3000,210000,1900
Opel,Meriva,2004,2100,168400,1698
Citroen,C4 Picasso,2007,2950,158250,1590
VW,Golf 6,2011,5950,191000,1390
Fiat,Punto,2002,1200,234840,1242
Opel,Vectra,2003,2700,210136,1800
Citroen,Xsara Picasso,2003,1550,223772,1997
Renault,Laguna,2001,1300,238000,1800
VW,Golf 6,2009,6950,204000,1968
Renault,Twingo,2003,1200,181650,1149
Peugeot,307,2004,2100,178923,1400
Opel,Astra,2006,3399,240000,1896
Renault,Clio,2005,1999,178500,1461
VW,Golf 5,2004,2900,244000,1598
Peugeot,207,2007,3150,168923,1400
Opel,Zafira,2005,2350,250000,1995
Fiat,Bravo,2000,1250,236544,1600
VW,Passat,2008,4550,176000,1968
VW,Passat,2000,2100,50000,1896
Peugeot,307,2006,2199,188567,1560
Peugeot,308,2007,3190,185000,1598
Peugeot,308,2009,4450,184000,1560
VW,Golf 4,2003,1690,179000,1900
Opel,Astra,2004,2700,169850,1368
VW,Golf 5,2004,3499,189300,1896
Opel,Astra,2001,1650,212000,1686
VW,Golf 5,2008,5200,181000,1860
VW,Golf 4,2004,2300,260000,1900
Fiat,Panda,2008,2600,280000,1290
Opel,Corsa,2001,2200,147658,1800
Renault,Kangoo,2005,2500,230000,1461
Opel,Zafira,2002,2000,208000,1997
Opel,Astra,2015,6790,166430,1598
Opel,Astra,2016,8290,150140,1598
VW,Tiguan,2017,18650,153567,1968
Opel,Combo,2009,3000,201302,1248
VW,Golf 5,2006,3500,185000,1600
Renault,Megane,2016,8590,140130,1461
Peugeot,206,2004,1700,135000,1586
Renault,Megane,2003,1800,233000,1390
Ford,Mondeo,2016,9890,173068,1997
VW,Touran,2017,12790,147030,1598
Citroen,Xsara Picasso,2004,1900,233000,1560
Opel,Meriva,2006,2800,210000,1700
VW,Eos,2009,5590,169312,1390
Citroen,C5,2005,2990,283000,1600
Peugeot,508,2013,7690,182500,1997
VW,Polo,2009,3390,145224,1390
VW,Bora,2001,2200,216000,1896
VW,Touran,2006,3599,266543,1896
Peugeot,5008,2016,8290,185925,1560
Opel,Zafira,2001,1350,222000,1796
Citroen,C4 Grand Picasso,2014,12999,107007,1560
Citroen,C4 Grand Picasso,2014,11999,136134,1997
Renault,Megane,2016,6650,204000,1461
Citroen,C5,2005,3450,143000,1997
Renault,Scenic,2004,1650,218083,1998
Honda,Civic,2008,5250,191558,2204
Renault,Traffic,2012,5850,174000,1995
Fiat,Punto,1999,1800,248000,1240
VW,Polo,2011,5390,188425,1198
Ford,Focus,2016,10990,141302,1997
VW,Tiguan,2015,15990,81410,1968
Citroen,C3,2004,2300,248000,1398
Citroen,C4 Grand Picasso,2014,13999,140231,1997
Renault,Clio,2009,3450,198000,1461
Peugeot,407,2009,2999,223295,1560
Renault,Laguna,2009,5800,231320,1500
Opel,Agila,2001,1499,221800,1188
Renault,Modus,2007,2890,216000,1461
Fiat,Grande Punto,2011,4200,199400,1300
Renault,Clio,2003,1500,157000,1390
Peugeot,308,2007,4200,205000,1598
VW,Passat,2008,6250,237500,1968
Ford,Fiesta,2002,1799,197123,1399
Fiat,Grande Punto,2008,2990,171000,1390
Citroen,C3 Picasso,2009,3950,134300,1560
Fiat,Grande Punto,2007,2299,134198,1368
Peugeot,307,2007,3000,296660,1560
Peugeot,Bipper,2009,3250,166412,1360
Opel,Astra,2008,3450,148000,1670
Opel,Corsa,2007,2900,152000,1234
Ford,Focus,2004,1600,195000,1800
Renault,Espace,2010,4950,285973,1995
Opel,Antara,2007,6550,219225,1991
Honda,Jazz,2007,3900,179047,1339
VW,Passat,2010,7400,256000,1968
Citroen,C3,2004,2000,223388,1398
Ford,Focus,2008,4150,228500,1560
Citroen,C3,2003,2100,236000,1360
VW,New Beetle,2001,3100,220100,1781
Fiat,500C,2013,6999,55000,1242
Citroen,C3,2008,3500,200000,1360
Toyota,Yaris,2007,3400,156500,1298
Peugeot,307,2005,3100,157552,1587
Opel,Vectra,2005,2800,280000,1900
Fiat,Punto,2004,1580,204000,1248
Fiat,Freemonte,2014,11990,120759,1956
Renault,Scenic,2006,2300,236000,1600
VW,Golf 5,2006,4000,205455,1980
Renault,Clio,2006,2990,171000,1461
Opel,Meriva,2004,2499,194000,1686
Ford,Mondeo,2013,8200,192700,1997
Ford,Focus,2001,1500,255000,1596
Peugeot,107,2007,2750,104000,999
VW,Passat,2011,6999,271000,2000
Peugeot,407,2004,2390,213000,2000
Renault,Modus,2004,2350,181000,1461
Citroen,C5,2001,1500,250000,1997
Renault,Megane,2005,2600,265000,1900
Toyota,Aygo,2007,2800,141000,999
Opel,Corsa,2005,1999,260000,1300
Citroen,C4 Grand Picasso,2007,2999,210000,1560
Citroen,C3,2002,1880,224000,1400
Honda,CR_V,2007,7490,161990,2204
VW,Passat,2010,5600,245300,1600
VW,Polo,2002,1790,168474,1200
Fiat,Stilo,2004,1200,235000,1910
Ford,Mondeo,2001,1700,190000,1800
VW,Passat,2002,2250,180547,1896
Opel,Agila,2008,3050,94000,1000
Opel,Vectra,2002,1690,254000,1995
Ford,Mondeo,2004,1650,178000,1980
VW,Golf 5,2005,3150,202579,1390
VW,Passat,2016,12500,165753,1968
Ford,Focus C_Max,2013,6980,119360,998
VW,Sharan,2016,14450,171750,1968
Citroen,C3,2007,2200,124154,1124
Opel,Astra,2007,3400,152000,1600
Opel,Astra,2009,3400,171244,1697
Fiat,Punto,2002,1100,183000,1910
Opel,Agila,2001,1550,200900,1199
Peugeot,3008,2017,17900,98654,1560
VW,Golf 4,2001,2300,246117,1896
VW,Passat,2015,13950,154786,1968
Peugeot,308,2008,4250,204000,1560
VW,Touran,2007,4950,209000,1896
Ford,S_Max,2009,5999,189200,2179
Peugeot,206,2003,1800,161694,1100
VW,Sharan,2011,10600,186000,1968
Opel,Astra,2001,1600,235000,1700
Renault,Modus,2005,2250,167651,1200
Renault,Megane,2005,2300,207000,1598
Ford,Fiesta,2014,4800,157310,1242
Renault,Clio,2017,7399,107000,1461
VW,Passat,2007,4500,225000,1900
Peugeot,308,2008,3690,170000,1997
Peugeot,206,2004,1600,203000,1600
Fiat,Stilo,2003,1590,178000,1900
Opel,Astra,2003,1800,232000,1686
Toyota,Corolla Verso,2009,4250,179000,2231
VW,Touran,2005,3399,191200,1896
Opel,Zafira,2003,2350,170000,1796
Opel,Meriva,2006,2499,187000,1248
Renault,Megane,2005,1600,176451,1461
VW,Polo,2006,3000,180000,1422
Citroen,C5,2008,5250,271000,1997
VW,Golf 6,2009,5350,152100,1395
Citroen,C4,2015,7699,166000,1560
Fiat,Croma,2008,2850,191500,1910
Fiat,500L,2013,6800,161000,1300
Ford,Fiesta,2002,1750,165000,1399
Fiat,Stilo,2001,1300,255000,1910
Ford,Focus,2006,2400,300000,1800
Renault,Kadjar,2016,14650,156756,1598
Honda,Jazz,2009,5690,136044,1339
Ford,Mondeo,2010,6990,169000,2179
Fiat,Sedici,2007,3998,179000,1910
VW,Touran,2003,1500,210000,1900
VW,Passat,2011,8250,253320,1968
Renault,Laguna,2005,1350,298345,1870
Opel,Corsa,2013,6200,39116,1229
VW,Passat,2015,12490,153550,1968
Opel,Astra,2015,7938,159000,1598
Peugeot,5008,2012,6799,159290,1598
Ford,Ranger,2015,19900,124600,3196
VW,Touran,2004,3300,228000,1896
Fiat,Idea,2005,2200,205125,1248
Ford,Focus,2006,2400,300000,1800
VW,Tiguan,2016,13990,146921,1968
Renault,Clio,2007,2710,159779,1149
VW,Passat,2015,13990,176605,1968
VW,Passat,2003,2200,265000,1896
Opel,Corsa,2016,7950,129801,1248
VW,Touran,2016,11450,183200,1598
VW,Tiguan,2014,14290,159680,1968
Opel,Zafira,2000,1350,208955,1796
Fiat,Scudo,2009,5900,221000,1997
Renault,Clio,2010,2999,231502,1461
Citroen,C3,2009,2800,164154,1124
Renault,Clio,2014,6500,110959,1461
Renault,Megane,2008,2850,219000,1461
Renault,Clio,2015,6990,102707,1461
Honda,CR_V,2014,12999,131783,1597
Citroen,Berlingo,2011,4300,190594,1560
Renault,Kangoo,2014,6499,134815,1197
Renault,Clio,2003,1590,173984,1461
Opel,Combo,2013,6850,110068,1364
Opel,Astra,2007,3850,90263,1248
VW,Golf 7,2015,9290,189765,1968
VW,Golf 6,2011,5800,203617,1598
Renault,Kangoo,2014,6800,126651,1461
Ford,Fiesta,2007,2790,134223,1399
Opel,Insignia,2010,6400,143505,1956
VW,Golf 7,2016,9990,173000,1598
Ford,Focus,2008,3490,244030,1560
VW,Polo,2006,3790,164993,1422
Fiat,Punto,2003,1299,142658,1242
Opel,Insignia,2018,18999,139638,1956
VW,Eos,2010,7390,128693,1390
Opel,Corsa,2007,2600,154000,1300
Peugeot,207,2006,3250,140000,1360
VW,Touran,2003,2599,290000,1998
Renault,Megane,2005,3800,188000,1598
Peugeot,206,2006,2590,151401,1400
Opel,Insignia,2015,11999,130148,1956
Ford,Focus,2001,1780,142000,1800
Peugeot,207,2007,2900,169000,1397
Peugeot,308,2016,8490,165493,1560
VW,Passat,2010,5999,146000,1598
Fiat,Croma,2008,3100,183500,1910
Citroen,C3 Picasso,2010,4500,107000,1397
Ford,Mondeo,2009,5199,177000,2000
VW,Golf Sportsvan,2014,9800,74500,1600
Citroen,C4 Picasso,2016,10690,126447,1560
Renault,Clio,2007,2990,120000,1198
VW,Golf 5,2009,4600,202698,1896
VW,Polo,2012,5800,170000,1200
Citroen,C4,2007,3000,184669,1360
Peugeot,307,2002,1550,240000,2000
Peugeot,5008,2010,6300,203601,1598
Ford,Fiesta,2007,1900,178210,1400
Citroen,C3,2013,5700,130000,1600
Citroen,C4 Picasso,2016,10500,167828,1560
Renault,Scenic,2002,1500,240000,1998
VW,Passat,2000,2300,208000,1900
Fiat,Croma,2007,2650,200000,1910
Citroen,C4 Grand Picasso,2015,10990,180287,1560
Opel,Astra,2005,3100,224700,1910
Renault,Espace,2015,16550,128788,1598
Opel,Insignia,2013,11990,89000,1956
VW,Passat,2000,2300,208000,1900
VW,Golf plus,2005,3800,180000,2000
VW,Passat,2004,2300,217000,1898
Citroen,C4 Picasso,2016,10900,151387,1560
VW,Polo,2007,3250,211700,1422
Ford,C Max,2009,3999,180000,1600
VW,Golf 4,2000,1699,223000,1596
Ford,Mondeo,2001,1050,290000,1998
Peugeot,307,2008,2990,146924,1560
Opel,Insignia,2015,7190,177245,1956
Renault,Kangoo,2015,6500,141428,1461
Citroen,C5,2014,9950,137879,1997
Peugeot,3008,2016,9490,179986,1560
Opel,Zafira,2001,1300,300000,1995
VW,Golf 5,2009,6500,96340,1390
Citroen,C4,2015,6990,161936,1560
Fiat,Stilo,2005,2600,259000,1910
VW,Golf 6,2012,8499,112149,1598
Renault,Scenic,2001,1450,206362,1598
Opel,Insignia,2014,8190,159528,1956
VW,Passat,2003,2850,275000,1900
Citroen,C4,2015,6990,177789,1560
Renault,Scenic,2012,7100,175000,1461
Ford,Focus,2006,2200,267800,1753
VW,Sharan,2012,8950,236700,1968
Ford,Fiesta,2003,1650,179420,1388
Renault,Megane,2003,2100,195000,1598
Opel,Astra,2014,6190,209000,1598
Citroen,Berlingo,2009,3190,157000,1560
VW,Golf 5,2009,5750,163280,1896
Peugeot,308,2016,10000,172416,1997
Renault,Scenic,2004,1890,241000,1870
Peugeot,308,2014,6500,117050,1560
VW,Golf 6,2012,5250,162398,1598
Ford,Focus,2012,5450,204600,998
VW,Touareg,2013,19999,134736,2967
Renault,Megane,2010,4850,191000,1870
Peugeot,207,2007,2790,182000,1400
VW,Passat,1999,2100,221000,1900
Ford,C Max,2009,2990,245812,1560
VW,Passat,1997,1800,243000,1800
Peugeot,307,2004,2200,290000,1587
Ford,C Max,2009,3590,169000,1590
Citroen,C4 Cactus,2016,8990,68723,1199
Opel,Astra,2003,1750,295000,1686
Renault,Thalia,2002,1000,170000,1400
VW,Touareg,2007,6999,248913,2967
Peugeot,207,2008,3100,170000,1560
Peugeot,308,2010,4400,250000,1560
Citroen,Xsara,2004,1600,255000,2000
Opel,Corsa,2015,5899,179752,1248
Opel,Vectra,2008,7199,136269,1910
Peugeot,307,2001,1400,211000,1997
Peugeot,206,2001,1349,226766,1400
Peugeot,308,2008,3499,169000,1598
Peugeot,3008,2011,7350,163000,1560
VW,Passat,1999,2100,221000,1900
VW,Touran,2008,3990,218000,1900
VW,Golf 4,2003,2050,169000,1600
VW,Touareg,2013,19999,134736,2967
Peugeot,206,2006,3300,119075,1360
Opel,Corsa,2008,3399,198000,1248
Opel,Zafira,2005,3200,219000,1900
VW,Vento,1993,1100,142000,1781
Fiat,Bravo,2007,3300,177000,1910
Fiat,Punto,2001,1650,150000,1200
Opel,Vectra,1996,1200,200000,1598
Renault,Scenic,2003,2000,235000,1900
Toyota,Yaris Verso,2006,2700,151000,1299
Peugeot,307,2002,2100,182000,1587
Citroen,C3,2004,1899,236000,1360
VW,Touareg,2006,3300,228000,2999
Ford,Maverick,2004,4000,175000,2000
Peugeot,5008,2012,5700,132000,1560
Opel,Astra,2011,6990,130000,1600
VW,Fox,2006,2200,160624,1399
Opel,Combo,2004,2350,162433,1686
VW,Golf 4,2001,2450,233000,1896
Renault,Twingo,2007,2150,92000,1149
Peugeot,206,2002,1750,161000,1400
Ford,Ka,2004,1050,160000,1299
Honda,CR_V,2005,4100,250000,2204
Ford,Kuga,2016,12890,141248,1997
VW,Touran,2006,3900,214000,1896
VW,Tiguan,2008,8200,165000,1968
Opel,Zafira,2016,9690,160395,1598
Opel,Astra,2015,7000,137631,1598
Ford,Mondeo,2016,12490,123609,1997
Ford,Mondeo,2016,10690,162930,1997
VW,Golf 5,2009,4100,171000,1896
Peugeot,307,2008,3199,196480,1560
Ford,Galaxy,2015,12990,160478,1997
VW,Golf 7,2015,10990,149509,1968
Ford,C Max,2015,9790,155118,1499
Ford,Focus,2010,6290,109677,1753
Ford,S_Max,2009,5499,180750,1753
VW,Touran,2014,11190,158661,1968
Opel,Insignia,2014,8990,143480,1956
Ford,Mondeo,2016,11790,151409,1997
Opel,Mokka,2016,10990,167797,1598
Citroen,C4,2011,6499,79344,1598
Renault,Laguna,2008,2700,232922,1598
VW,Golf 5,2009,6499,198295,1390
Peugeot,307,2006,3199,188300,1560
VW,Passat,2015,18450,134978,1968
VW,Passat,2016,13590,157965,1968
Opel,Insignia,2015,10990,107652,1956
Opel,Corsa,2008,3400,151000,1400
Renault,Clio,2010,3750,127857,1461
Opel,Corsa,2004,1850,178946,1200
Renault,Megane,2014,7190,157233,1461
Honda,Civic,2003,2550,177500,1396
Opel,Astra,2007,2750,180000,1910
Citroen,C3,2004,2100,162000,1398
Fiat,Grande Punto,2008,2700,187739,1300
Renault,Clio,2005,1750,191327,1458
Fiat,Stilo,2003,1700,213000,1900
Peugeot,206,2002,1999,215865,2000
Renault,Megane,2009,4150,181000,1461
Opel,Astra,2006,2700,152427,1910
Opel,Zafira,2001,1800,250000,1800
VW,Passat,2004,3550,259000,1896
VW,Polo,2009,2850,165000,1422
Peugeot,307,2003,2100,238700,1598
Fiat,Punto,2003,1850,233000,1248
Renault,Megane,2009,3350,229000,1461
Peugeot,206,2005,1650,220000,1400
Opel,Astra,2007,1650,187000,1386
Renault,Clio,2007,2200,236389,1461
Renault,Clio,2015,6950,105089,1461
Renault,Megane,2007,3150,151000,1598
Peugeot,307,2002,1600,228000,1600
Renault,Kangoo,2003,1400,234000,1500
Ford,Transit,2016,16900,54500,1995
Fiat,Stilo,2005,1650,211880,1910
VW,Golf 5,2006,3600,97000,1390
VW,Phaeton,2003,5000,136000,3189
Peugeot,206,2001,1550,156000,1100
Renault,Megane,2009,3950,173715,1461
Ford,Fusion,2005,2490,140000,1560
Fiat,Punto,2002,1299,136000,1242
Fiat,Grande Punto,2008,2950,179000,1242
VW,Touran,2006,4450,247178,1968
Opel,Astra,2006,2500,209560,1248
VW,Touran,2004,2999,202176,1988
Ford,Galaxy,2004,2680,288000,1900
Citroen,C5,2001,1500,250000,1997
Honda,Accord,2004,3490,213000,2204
VW,Golf 4,2004,2499,165000,1600
Renault,Scenic,2009,4250,218000,1461
VW,Golf 4,2002,1250,234000,1390
Ford,S_Max,2011,5999,212000,1997
VW,Touareg,2004,5000,210000,2461
Fiat,Stilo,2002,1400,210000,1780
Peugeot,207,2008,3190,148649,1560
Toyota,Yaris,2010,4590,152494,1364
VW,Golf 6,2011,5990,254586,1598
Fiat,Punto,2004,1990,145097,1248
Peugeot,307,2004,2790,184314,1997
VW,Passat,2015,17990,80056,1968
Ford,C Max,2005,2990,168326,1560
Peugeot,407,2008,3590,229144,1997
VW,Polo,2007,2990,133660,1422
Ford,Focus,2014,6999,89712,998
VW,Golf 5,2008,5299,199145,1390
VW,Passat,2015,15499,151310,1968
VW,Golf 5,2007,4390,186593,1896
Renault,Modus,2007,3190,153418,1461
VW,Polo,2005,3190,176143,1198
Citroen,C3,2006,2690,148664,1124
Citroen,C3,2006,2690,81077,1124
Ford,Focus,2006,2500,206100,1560
Opel,Insignia,2012,9499,79566,1956
Fiat,500,2012,5690,119524,1242
Peugeot,307,2005,3390,87200,1587
Peugeot,206,2004,1990,185228,1398
VW,Golf 6,2011,6290,227143,1598
VW,Passat,2006,3990,258001,1968
VW,Golf 6,2011,4999,267068,1598
Opel,Zafira,2005,4290,101119,1998
Renault,Scenic,2005,2550,192000,1400
VW,Passat,2007,4190,265174,1968
VW,Passat,2012,9900,182000,1968
Peugeot,308,2012,6000,220869,1596
Opel,Agila,2001,1200,113160,973
Ford,Focus,2007,2499,137250,1388
Opel,Astra,2005,2300,250063,1910
VW,New Beetle,2004,4000,143756,1896
Ford,Fiesta,2008,2550,176540,1249
VW,Passat,2014,11390,221333,1968
Peugeot,307,2007,3500,220000,1600
VW,Passat,2012,8190,238707,1968
VW,Passat,2016,12999,189000,1968
Citroen,Xsara,2002,1399,268000,1360
Opel,Meriva,2008,4199,167135,1598
VW,Passat,2015,11200,165170,1598
VW,Golf 6,2013,7400,239900,1598
Ford,Focus,2004,1650,250000,1753
Opel,Campo,1993,1499,178900,2255
Ford,C Max,2003,2300,238427,1997
VW,Golf 3,1998,1199,276319,1390
Toyota,Yaris,2009,3990,145485,998
Ford,C Max,2018,16490,31660,1499
Peugeot,307,2004,2300,201500,1998
Peugeot,5008,2015,9950,169175,1560
Renault,Scenic,2009,4350,171000,1397
Peugeot,206,2002,1650,210000,1100
Fiat,Stilo,2002,1700,155000,1600
VW,Polo,2008,3300,143348,1390
Renault,Megane,2005,2350,104000,1600
Fiat,Palio,2002,1150,194000,1599
Fiat,Grande Punto,2006,2000,171932,1910
Opel,Astra,2006,2950,193500,1300
Renault,Megane,2012,5200,125000,1461
Renault,Scenic,2017,10350,150000,1461
VW,Golf 5,2006,4000,216400,1968
VW,Golf 7,2014,9690,187915,1598
Renault,Megane,2003,1480,194000,1587
Opel,Corsa,2017,8650,90745,1248
Renault,Captur,2013,7700,208000,1461
Opel,Vectra,2000,1000,235000,2000
Ford,Streetka,2003,2350,143103,1599
VW,Polo,2016,7300,99000,1000
Opel,Astra,2007,2999,265000,1598
Citroen,C2,2004,1600,149000,1360
Ford,Fiesta,2010,3990,151000,1560
Opel,Astra,2016,9950,155660,1598
Renault,Megane,2008,3250,200000,1461
VW,Golf plus,2005,3900,202000,1896
Opel,Corsa,2005,2050,165000,1300
Fiat,500L,2015,7000,62000,1400
VW,Golf 6,2011,7650,162441,1598
Ford,Focus,2004,2100,195000,1753
Fiat,Doblo,2001,1600,245000,1900
VW,Golf 5,2009,6690,232065,1968
VW,Passat,2011,15900,157000,1981
Renault,Modus,2004,3000,237300,1461
Renault,Megane,2005,2190,216000,1897
Opel,Corsa,2004,2400,100000,1200
VW,Golf 5,2006,3490,169897,1390
Fiat,Punto,2002,1600,217000,1242
Renault,Megane,2004,1750,234000,1461
Renault,Scenic,2004,1650,250000,1870
Fiat,Doblo,2012,5400,166679,1956
Fiat,Stilo,2002,1650,30000,1900
VW,Sharan,2006,5799,157390,1968
Opel,Astra,2014,6850,153991,1598
Peugeot,206,2003,1850,267000,1360
Opel,Astra,2005,2700,204000,1686
VW,Bora,2005,2100,175000,1893
Opel,Astra,2002,1850,216062,1686
Fiat,Grande Punto,2008,3000,142996,1242
VW,Golf plus,2005,2900,188717,1897
Ford,B Max,2012,7499,130800,1598
VW,Touran,2016,19500,151660,1968
Opel,Corsa,1998,1100,185000,1400
Fiat,Grande Punto,2006,2300,205000,1242
Citroen,C3,2004,2300,158000,1398
Opel,Astra,2017,9950,163457,1598
VW,Golf 4,2001,1700,182000,1600
Opel,Insignia,2008,5000,297480,1956
VW,Golf 6,2011,4299,269250,1598
Opel,Corsa,2003,1000,190000,1753
Renault,Clio,2015,6660,137781,1461
VW,Golf 4,2002,2000,216000,1390
VW,Passat,2011,9200,106087,1968
Peugeot,307,2006,2850,200000,1560
VW,Polo,2005,2750,153217,1398
Citroen,C3,2004,2300,158000,1398
VW,Golf 6,2010,6200,160321,1598
Citroen,C3,2003,1750,198700,1379
Peugeot,207,2008,3300,125400,1560
Renault,Twingo,2009,2250,142530,1149
Toyota,Corolla,2002,1990,150166,1600
Opel,Vectra,1998,1300,270000,2000
Ford,Fiesta,2017,7990,50000,1242
Fiat,Sedici,2008,3000,188500,1910
Opel,Astra,2011,5750,211000,1686
Ford,Focus,2013,6490,194895,1560
VW,Passat,2015,11790,195235,1968
Fiat,500X,2015,14100,121000,1956
VW,Caddy,2009,4300,242130,1896
Renault,Laguna,2015,10999,146029,1995
Fiat,Grande Punto,2011,3750,222085,1300
Peugeot,307,2007,2690,250200,1560
Opel,Corsa,2002,1350,224000,1689
Opel,Astra,2013,6799,153500,1700
Opel,Astra,2005,2900,229000,1910
Citroen,C5,2014,8590,185200,1997
VW,Passat,2001,2500,284000,1896
VW,Golf 5,2004,3700,206000,1900
Citroen,C4,2009,2850,214053,1600
Opel,Astra,2007,3050,211000,1700
Fiat,Grande Punto,2010,3890,169823,1251
Renault,Megane,2007,2799,105454,1461
VW,Passat,2017,11450,161900,1560
Fiat,Doblo,2015,7890,162000,1248
Peugeot,3008,2017,17350,145196,1560
Peugeot,Partner,2004,1850,244300,1686
Renault,Megane,2004,2500,200000,1870
VW,Golf 4,2002,2999,228358,1896
Toyota,Celica,1991,1500,280000,1587
Opel,Vectra,2004,3400,230000,1900
VW,Golf 4,2000,2650,280000,1900
VW,Passat,2015,17490,117500,1968
Fiat,Doblo,2015,7890,154000,1248
Peugeot,206,2004,1500,236650,1398
Renault,Clio,2006,1750,180000,1500
Fiat,Punto,2002,1250,203000,1242
Peugeot,206,2008,2950,159800,1360
Renault,Scenic,2009,5150,235000,1500
Ford,Focus,2017,9990,50000,999
Citroen,C5,2002,1500,211423,1997
Renault,Laguna,2015,10999,146029,1995
Renault,Clio,2001,1550,170500,1150
VW,Passat,2002,2400,216200,1900
VW,Golf 4,2002,2099,300000,1984
Renault,Megane,2014,9800,168150,1461
Toyota,Avensis,2005,3299,151431,2231
Citroen,C3,2006,2250,268000,1400
VW,Golf 6,2009,5000,173000,1598
Opel,Astra,2008,3899,224000,1910
Opel,Corsa,2010,4150,156500,1300
Opel,Corsa,2008,2950,200000,1248
Renault,Clio,2014,5750,171000,1461
Opel,Astra,2001,2450,220000,1700
Opel,Vectra,2003,2000,217000,1995
Renault,Kangoo,2010,2950,108000,1588
Opel,Zafira,2011,6490,90624,1598
Renault,Kadjar,2016,13950,149420,1461
Renault,Scenic,2014,7490,170328,1461
Citroen,C3,2010,3350,185000,1398
Citroen,C4 Picasso,2015,8790,167694,1997
VW,Golf plus,2008,4700,160225,1896
Citroen,C3,2011,3950,232000,1397
VW,Golf 7,2015,9990,169720,1598
Fiat,Stilo,2006,1969,270000,1368
Fiat,Panda,2003,1150,174000,1108
VW,Passat,2016,13990,162434,1968
Opel,Corsa,2006,3190,176000,1248
Fiat,Punto,2009,2100,108850,1242
Ford,Mondeo,2003,1800,200000,2000
VW,Passat,2005,3400,249000,1998
Citroen,C1,2007,2700,133500,998
VW,Passat,2002,2550,274000,1900
VW,Golf 4,2001,2090,210000,1400
Peugeot,307,2006,2650,248500,1560
Fiat,Freemonte,2013,10490,186000,2000
Opel,Insignia,2010,7500,222000,1989
Citroen,C3 Picasso,2014,6050,172200,1560
Renault,Laguna,2007,2500,201000,1870
Ford,Focus,2000,1285,235000,1753
Opel,Corsa,2009,4200,104000,1229
Citroen,C8,2004,2300,260286,1997
Peugeot,206,2001,1200,170000,1360
Fiat,Scudo,2015,16999,70873,1997
Opel,Corsa,2002,1250,144000,989
Peugeot,206,2003,1800,244000,1360
Opel,Astra,2003,1050,280000,1686
Opel,Astra,2016,7900,106457,1598
VW,Passat,2008,6200,165000,1998
Fiat,Doblo,2002,2500,217000,1910
Ford,Fusion,2008,2650,185000,1590
Ford,Focus,2004,1700,262000,1753
Ford,Focus,2008,2600,187969,1560
Ford,Focus,2010,3290,170254,1560
Ford,Galaxy,2003,2350,250000,1896
Ford,Focus,2002,1150,220000,1800
Opel,Corsa,2016,6850,135000,1228
Citroen,C3 Pluriel,2003,1700,215000,1580
Citroen,C4,2009,3150,197000,1560
Ford,S_Max,2016,15690,145102,1997
Peugeot,508,2012,8200,157000,1997
VW,Scirocco,2009,8990,65761,1390
Peugeot,206,2006,2790,147000,1587
Fiat,Croma,2005,2550,259000,1900
Fiat,Punto,2006,1650,216000,1242
Citroen,Jumper,2007,3200,281200,2198
Peugeot,206,2006,2149,189555,1400
Citroen,C3,2010,3500,131000,1398
VW,Tiguan,2009,8890,201000,1968
Opel,Astra,2005,2449,229000,1680
Peugeot,307,2003,2250,245000,1997
Renault,Modus,2005,2550,160381,1598
Peugeot,307,2007,3350,154000,1560
Ford,Focus,2015,8490,152769,1499
Ford,Focus,2006,2150,250000,1560
Peugeot,308,2016,9999,129690,1997
VW,Golf 6,2009,5950,203000,1398
Opel,Astra,2006,2750,177819,1910
Ford,Mondeo,2016,9590,197952,1997
Fiat,Qubo,2011,3390,90123,1248
Opel,Zafira,2002,1650,200000,1995
VW,Passat,2008,8990,183453,1968
Opel,Zafira,2001,1700,274000,2000
Peugeot,407,2005,2890,227000,1550
VW,Caddy,2012,6650,69000,1991
Peugeot,208,2015,7450,93181,1398
VW,Passat,2012,15250,169000,1989
Ford,Focus,2012,5490,163589,1560
VW,Passat,2007,4800,280000,1900
Renault,Koleos,2008,4990,189686,1998
Peugeot,206,2007,1950,192371,1360
Opel,Corsa,2005,1800,200000,1248
Opel,Astra,2000,1600,298000,1698
Citroen,C3 Picasso,2010,4350,202000,1598
Renault,Clio,2016,6950,118338,1461
VW,Passat,2017,16450,158661,1968
Citroen,C4,2016,8450,149087,1560
VW,Passat,2004,2000,198600,1984
